id;dfPerfil;knnPerfil;avg_Nota1;avg_Nota2
id0031493;Conservador;Moderado;37.68;38.67
id0031577;Conservador;Moderado;50.26;
id0031581;Conservador;Moderado;46.3;
id0031629;Conservador;Conservador;47.88;
id0031658;Conservador;Conservador;56.22;
id0031696;Conservador;Agressivo;42.8;
id0031716;Conservador;Agressivo;55.7;59.32
id0031751;Conservador;Agressivo;62.49;
id0031754;Conservador;Moderado;44.53;41.11
id0031762;Conservador;Agressivo;48.46;
id0031830;Conservador;Conservador;44.16;62.91
id0031841;Conservador;Conservador;53.11;
id0031890;Conservador;Conservador;43.07;75.8
id0031891;Conservador;Agressivo;65.68;
id0031893;Conservador;Agressivo;38.64;52.35
id0031900;Conservador;Moderado;48.94;63.09
id0031917;Conservador;Agressivo;41.57;41.76
id0031934;Conservador;Agressivo;60.75;
id0031953;Conservador;Conservador;45.09;
id0031989;Conservador;Conservador;80.47;
id0032007;Conservador;Moderado;52.29;39.1
id0032022;Conservador;Agressivo;47.52;55.64
id0032067;Conservador;Moderado;57.41;50.06
id0032068;Conservador;Conservador;41.46;53.07
id0032075;Conservador;Agressivo;31.83;
id0032110;Conservador;Conservador;51.5;49.75
id0032147;Conservador;Conservador;52.9;
id0032148;Conservador;Conservador;22.61;48.68
id0032167;Conservador;Conservador;64.82;73.68
id0032176;Conservador;Agressivo;53.71;59.37
id0032208;Conservador;Conservador;28.74;74.83
id0032219;Conservador;Conservador;64.36;
id0032229;Conservador;Moderado;49.95;58.19
id0032243;Conservador;Agressivo;43.9;74.32
id0032262;Conservador;Agressivo;60.33;41.11
id0032309;Conservador;Agressivo;39.34;
id0032312;Conservador;Conservador;50.18;
id0032337;Conservador;Agressivo;36.24;
id0032347;Conservador;Conservador;48.56;
id0032385;Conservador;Conservador;35.36;
id0032400;Conservador;Agressivo;76.4;31.51
id0032410;Conservador;Conservador;80.85;31.33
id0032414;Conservador;Moderado;37.59;
id0032420;Conservador;Moderado;44.73;62.12
id0032470;Conservador;Agressivo;60.38;
id0032495;Conservador;Moderado;74.16;
id0032500;Conservador;Moderado;51.25;52.67
id0032578;Conservador;Conservador;53.65;
id0032633;Conservador;Moderado;43.94;36.19
id0032645;Conservador;Moderado;54.25;36.24
id0032652;Conservador;Conservador;36.56;
id0032654;Conservador;Conservador;69.54;
id0032777;Conservador;Moderado;26.01;39.07
id0032781;Conservador;Conservador;57.42;48.0
id0032865;Conservador;Conservador;42.91;
id0032867;Conservador;Conservador;30.14;48.32
id0032904;Conservador;Agressivo;67.4;29.38
id0032915;Conservador;Conservador;48.97;
id0032932;Conservador;Agressivo;56.67;58.49
id0033003;Conservador;Agressivo;51.88;57.94
id0033016;Conservador;Conservador;57.29;50.69
id0033065;Conservador;Moderado;54.27;
id0033077;Conservador;Agressivo;42.92;
id0033080;Conservador;Conservador;31.47;
id0033087;Conservador;Agressivo;64.37;26.61
id0033112;Conservador;Conservador;47.81;65.9
id0033116;Conservador;Conservador;58.58;43.62
id0033120;Conservador;Agressivo;59.95;42.45
id0033141;Conservador;Conservador;19.81;
id0033148;Conservador;Moderado;71.96;45.04
id0033149;Conservador;Conservador;74.56;
id0033152;Conservador;Moderado;29.12;
id0033180;Conservador;Agressivo;65.0;
id0033212;Conservador;Agressivo;40.56;54.76
id0033233;Conservador;Conservador;58.12;
id0033235;Conservador;Conservador;47.19;
id0033278;Conservador;Moderado;35.04;
id0033284;Conservador;Moderado;38.58;78.7
id0033301;Conservador;Agressivo;36.46;72.04
id0033341;Conservador;Moderado;51.91;52.37
id0033418;Conservador;Agressivo;81.31;42.28
id0033545;Conservador;Conservador;60.53;
id0033567;Conservador;Agressivo;47.02;50.16
id0033581;Conservador;Moderado;42.63;56.89
id0033582;Conservador;Conservador;66.9;36.06
id0033617;Conservador;Moderado;70.31;43.68
id0033633;Conservador;Moderado;50.23;
id0033665;Conservador;Moderado;57.76;
id0033667;Conservador;Conservador;48.81;
id0033674;Conservador;Conservador;67.57;
id0033680;Conservador;Conservador;53.01;
id0033731;Conservador;Agressivo;47.28;66.59
id0033748;Conservador;Moderado;74.15;53.38
id0033755;Conservador;Conservador;51.75;
id0033760;Conservador;Moderado;32.13;
id0033784;Conservador;Agressivo;35.98;42.6
id0033809;Conservador;Agressivo;63.52;66.09
id0033825;Conservador;Moderado;38.64;
id0033837;Conservador;Agressivo;43.1;48.04
id0033888;Conservador;Moderado;51.99;46.5
id0033897;Conservador;Agressivo;51.96;46.27
id0033898;Conservador;Conservador;50.96;64.45
id0033972;Conservador;Conservador;55.46;
id0033989;Conservador;Conservador;66.79;52.94
id0034014;Conservador;Conservador;48.61;55.95
id0034036;Conservador;Conservador;51.43;
id0034042;Conservador;Conservador;71.28;
id0034043;Conservador;Agressivo;54.84;
id0034057;Conservador;Moderado;71.88;
id0034059;Conservador;Agressivo;41.07;49.91
id0034070;Conservador;Agressivo;36.69;
id0034127;Conservador;Conservador;48.0;73.28
id0034207;Conservador;Moderado;59.42;72.0
id0034214;Conservador;Agressivo;53.59;62.68
id0034225;Conservador;Conservador;45.92;
id0034269;Conservador;Conservador;58.26;
id0034303;Conservador;Conservador;48.34;
id0034316;Conservador;Conservador;59.24;
id0034347;Conservador;Agressivo;22.25;49.93
id0034356;Conservador;Conservador;57.62;
id0034370;Conservador;Conservador;50.12;
id0034435;Conservador;Conservador;46.57;68.42
id0034439;Conservador;Moderado;32.59;41.5
id0034493;Conservador;Agressivo;65.39;41.59
id0034504;Conservador;Conservador;46.6;
id0034533;Conservador;Conservador;40.24;
id0034539;Conservador;Moderado;30.97;
id0034549;Conservador;Conservador;56.59;
id0034578;Conservador;Conservador;57.5;
id0034623;Conservador;Conservador;55.21;
id0034656;Conservador;Conservador;57.83;
id0034687;Conservador;Agressivo;34.69;77.22
id0034702;Conservador;Conservador;47.47;59.08
id0034799;Conservador;Moderado;46.92;27.96
id0034831;Conservador;Conservador;37.59;44.26
id0034841;Conservador;Moderado;58.64;42.52
id0034854;Conservador;Conservador;50.08;
id0034896;Conservador;Agressivo;39.04;
id0034930;Conservador;Conservador;50.01;57.65
id0034933;Conservador;Agressivo;57.03;
id0035073;Conservador;Agressivo;48.67;63.94
id0035102;Conservador;Conservador;51.5;
id0035110;Conservador;Conservador;43.83;
id0035125;Conservador;Conservador;60.35;77.12
id0035129;Conservador;Conservador;48.3;35.2
id0035141;Conservador;Conservador;50.36;
id0035145;Conservador;Conservador;54.42;
id0035146;Conservador;Conservador;27.58;
id0035148;Conservador;Agressivo;46.02;66.11
id0035162;Conservador;Conservador;40.53;
id0035202;Conservador;Conservador;34.96;70.62
id0035220;Conservador;Conservador;35.04;
id0035227;Conservador;Moderado;45.05;36.95
id0035265;Conservador;Agressivo;53.9;46.93
id0035351;Conservador;Conservador;30.44;
id0035386;Conservador;Conservador;70.13;
id0035406;Conservador;Conservador;33.09;43.03
id0035430;Conservador;Conservador;67.97;
id0035432;Conservador;Moderado;50.45;
id0035467;Conservador;Moderado;39.16;
id0035473;Conservador;Conservador;43.34;
id0035521;Conservador;Agressivo;57.24;47.58
id0035564;Conservador;Agressivo;60.45;63.8
id0035577;Conservador;Moderado;38.65;25.41
id0035581;Conservador;Conservador;46.38;57.93
id0035589;Conservador;Conservador;49.53;49.66
id0035617;Conservador;Agressivo;41.13;
id0035674;Conservador;Moderado;61.67;57.65
id0035693;Conservador;Conservador;46.26;
id0035713;Conservador;Conservador;60.8;
id0035724;Conservador;Agressivo;67.37;52.25
id0035789;Conservador;Conservador;59.09;
id0035797;Conservador;Conservador;40.62;
id0035806;Conservador;Agressivo;28.05;71.42
id0035876;Conservador;Conservador;45.7;32.36
id0035878;Conservador;Moderado;37.39;
id0035938;Conservador;Conservador;42.98;
id0035946;Conservador;Agressivo;35.5;41.58
id0035982;Conservador;Conservador;62.66;
id0036000;Conservador;Conservador;47.09;
id0036035;Conservador;Moderado;53.26;
id0036037;Conservador;Moderado;66.05;23.78
id0036065;Conservador;Conservador;77.57;
id0036079;Conservador;Conservador;27.26;
id0036090;Conservador;Moderado;31.79;
id0036104;Conservador;Conservador;58.42;
id0036201;Conservador;Conservador;39.69;
id0036228;Conservador;Agressivo;36.97;41.78
id0036234;Conservador;Conservador;54.37;65.6
id0036257;Conservador;Agressivo;46.86;39.76
id0036268;Conservador;Moderado;33.77;58.59
id0036271;Conservador;Agressivo;24.65;48.45
id0036324;Conservador;Conservador;65.43;
id0036365;Conservador;Conservador;57.31;44.99
id0036398;Conservador;Conservador;73.89;46.75
id0036402;Conservador;Conservador;31.2;
id0036408;Conservador;Agressivo;41.52;
id0036417;Conservador;Agressivo;57.49;
id0036425;Conservador;Conservador;63.61;60.92
id0036437;Conservador;Moderado;47.73;66.71
id0036459;Conservador;Conservador;46.0;
id0036471;Conservador;Moderado;61.05;44.53
id0036522;Conservador;Moderado;40.47;58.21
id0036524;Conservador;Moderado;28.71;
id0036541;Conservador;Agressivo;45.29;36.37
id0036558;Conservador;Agressivo;45.1;51.88
id0036574;Conservador;Conservador;52.43;
id0036599;Conservador;Conservador;39.54;
id0036624;Conservador;Agressivo;71.57;
id0036629;Conservador;Moderado;48.3;50.47
id0036645;Conservador;Conservador;76.17;
id0036653;Conservador;Agressivo;43.23;
id0036668;Conservador;Conservador;34.51;
id0036676;Conservador;Agressivo;57.43;
id0036689;Conservador;Conservador;45.86;
id0036694;Conservador;Conservador;31.96;42.53
id0036698;Conservador;Agressivo;57.92;53.47
id0036714;Conservador;Agressivo;48.74;
id0036716;Conservador;Conservador;44.04;
id0036734;Conservador;Agressivo;59.69;
id0036738;Conservador;Moderado;62.29;28.19
id0036788;Conservador;Conservador;46.4;39.53
id0036807;Conservador;Agressivo;62.15;
id0036842;Conservador;Agressivo;57.32;
id0036848;Conservador;Conservador;45.05;
id0036902;Conservador;Agressivo;28.83;55.91
id0036903;Conservador;Agressivo;59.16;53.35
id0036952;Conservador;Conservador;40.16;
id0037002;Conservador;Moderado;50.17;
id0037083;Conservador;Moderado;65.88;
id0037116;Conservador;Conservador;31.78;45.7
id0037136;Conservador;Agressivo;44.33;33.73
id0037140;Conservador;Agressivo;27.66;
id0037160;Conservador;Conservador;47.23;
id0037165;Conservador;Agressivo;37.89;51.65
id0037174;Conservador;Agressivo;57.88;
id0037209;Conservador;Moderado;39.09;56.86
id0037212;Conservador;Conservador;56.8;
id0037226;Conservador;Agressivo;29.61;42.14
id0037230;Conservador;Conservador;69.25;
id0037316;Conservador;Conservador;31.42;48.76
id0037351;Conservador;Conservador;68.35;29.41
id0037359;Conservador;Conservador;60.91;57.06
id0037384;Conservador;Agressivo;55.12;67.55
id0037406;Conservador;Moderado;68.82;33.19
id0037409;Conservador;Conservador;47.33;61.91
id0037441;Conservador;Conservador;30.55;43.76
id0037448;Conservador;Moderado;34.89;54.98
id0037475;Conservador;Conservador;54.76;
id0037506;Conservador;Conservador;65.62;50.7
id0037522;Conservador;Moderado;56.63;62.55
id0037602;Conservador;Agressivo;70.79;
id0037603;Conservador;Conservador;42.06;
id0037604;Conservador;Conservador;50.33;
id0037649;Conservador;Conservador;39.77;
id0037656;Conservador;Moderado;68.48;
id0037659;Conservador;Moderado;25.41;40.22
id0037675;Conservador;Conservador;57.3;
id0037680;Conservador;Agressivo;53.56;55.45
id0037687;Conservador;Conservador;64.79;
id0037741;Conservador;Moderado;29.42;
id0037754;Conservador;Conservador;41.19;
id0037772;Conservador;Agressivo;35.36;
id0037779;Conservador;Agressivo;51.04;57.68
id0037820;Conservador;Agressivo;39.55;
id0037821;Conservador;Conservador;51.04;
id0037861;Conservador;Agressivo;42.84;40.27
id0037878;Conservador;Moderado;44.16;62.06
id0037893;Conservador;Conservador;58.67;
id0037905;Conservador;Agressivo;53.44;23.77
id0037945;Conservador;Conservador;64.15;
id0037974;Conservador;Conservador;46.78;67.12
id0038033;Conservador;Agressivo;62.98;59.62
id0038034;Conservador;Conservador;60.27;
id0038048;Conservador;Agressivo;58.42;
id0038188;Conservador;Moderado;34.13;56.27
id0038207;Conservador;Conservador;57.42;
id0038213;Conservador;Moderado;76.43;59.77
id0038214;Conservador;Conservador;63.28;31.94
id0038231;Conservador;Agressivo;43.4;44.44
id0038239;Conservador;Conservador;58.06;
id0038242;Conservador;Moderado;61.02;
id0038245;Conservador;Moderado;46.26;
id0038272;Conservador;Moderado;53.01;41.72
id0038274;Conservador;Moderado;43.12;
id0038285;Conservador;Agressivo;55.48;
id0038289;Conservador;Agressivo;57.78;80.53
id0038294;Conservador;Moderado;58.42;57.59
id0038298;Conservador;Moderado;55.26;
id0038300;Conservador;Conservador;33.56;
id0038308;Conservador;Conservador;60.09;57.37
id0038344;Conservador;Agressivo;42.41;
id0038353;Conservador;Moderado;43.46;
id0038354;Conservador;Conservador;65.96;57.42
id0038376;Conservador;Moderado;51.21;
id0038428;Conservador;Moderado;56.1;29.6
id0038485;Conservador;Moderado;37.85;26.7
id0038486;Conservador;Conservador;35.2;
id0038488;Conservador;Agressivo;66.99;44.35
id0038493;Conservador;Agressivo;48.9;49.33
id0038505;Conservador;Moderado;64.36;60.98
id0038547;Conservador;Conservador;68.76;
id0038555;Conservador;Moderado;81.67;30.6
id0038587;Conservador;Moderado;58.61;65.43
id0038646;Conservador;Conservador;41.63;
id0038675;Conservador;Conservador;69.33;
id0038678;Conservador;Agressivo;65.52;
id0038684;Conservador;Conservador;49.26;61.06
id0038687;Conservador;Agressivo;46.91;46.61
id0038688;Conservador;Moderado;26.91;
id0038740;Conservador;Conservador;58.66;
id0038745;Conservador;Conservador;59.86;
