id;dfPerfil;knnPerfil;avg_Nota1;avg_Nota2
id0030938;Moderado;Conservador;52.35;
id0030969;Moderado;Conservador;60.96;
id0031045;Moderado;Moderado;47.46;64.79
id0031077;Moderado;Agressivo;40.91;
id0031081;Moderado;Moderado;28.89;
id0031083;Moderado;Agressivo;37.57;
id0031087;Moderado;Conservador;59.97;
id0031090;Moderado;Agressivo;63.38;58.67
id0031136;Moderado;Moderado;60.61;
id0031139;Moderado;Moderado;59.13;
id0031179;Moderado;Moderado;48.82;64.39
id0031217;Moderado;Agressivo;58.36;
id0031270;Moderado;Moderado;40.76;
id0031292;Moderado;Agressivo;40.28;
id0031358;Moderado;Moderado;48.94;61.38
id0031394;Moderado;Agressivo;51.82;
id0031399;Moderado;Moderado;44.74;37.02
id0031416;Moderado;Conservador;44.47;45.82
id0031428;Moderado;Conservador;39.39;43.24
id0031455;Moderado;Moderado;51.44;29.74
id0031471;Moderado;Moderado;54.87;45.14
id0031481;Moderado;Moderado;61.56;
id0031506;Moderado;Moderado;60.08;43.66
id0031512;Moderado;Conservador;47.94;41.55
id0031524;Moderado;Moderado;59.43;50.62
id0031549;Moderado;Agressivo;53.75;
id0031561;Moderado;Conservador;41.94;34.67
id0031608;Moderado;Agressivo;74.74;65.31
id0031610;Moderado;Moderado;66.39;
id0031633;Moderado;Conservador;45.17;38.32
id0031646;Moderado;Moderado;48.23;
id0031690;Moderado;Moderado;16.46;
id0031692;Moderado;Moderado;40.31;
id0031708;Moderado;Agressivo;57.72;67.19
id0031768;Moderado;Moderado;69.04;
id0031772;Moderado;Agressivo;84.35;58.07
id0031778;Moderado;Moderado;38.67;61.59
id0031806;Moderado;Moderado;47.57;56.05
id0031825;Moderado;Moderado;52.37;44.32
id0031834;Moderado;Conservador;70.37;68.97
id0031838;Moderado;Agressivo;50.35;
id0031875;Moderado;Moderado;47.85;51.42
id0031888;Moderado;Agressivo;62.2;34.33
id0031897;Moderado;Agressivo;30.25;66.56
id0031903;Moderado;Moderado;55.0;47.43
id0031904;Moderado;Moderado;61.86;
id0031921;Moderado;Moderado;38.36;46.43
id0031933;Moderado;Conservador;51.62;48.1
id0031946;Moderado;Moderado;67.71;
id0031948;Moderado;Moderado;52.7;
id0031949;Moderado;Conservador;50.74;
id0031962;Moderado;Agressivo;48.92;68.22
id0031995;Moderado;Moderado;46.64;25.27
id0032003;Moderado;Agressivo;41.06;61.85
id0032004;Moderado;Agressivo;49.59;
id0032025;Moderado;Agressivo;42.87;
id0032035;Moderado;Conservador;37.38;
id0032088;Moderado;Agressivo;35.83;65.04
id0032173;Moderado;Conservador;51.07;52.06
id0032180;Moderado;Agressivo;80.87;
id0032189;Moderado;Agressivo;65.24;61.79
id0032223;Moderado;Moderado;56.36;73.65
id0032244;Moderado;Moderado;27.65;55.22
id0032246;Moderado;Moderado;48.93;
id0032257;Moderado;Moderado;23.91;
id0032258;Moderado;Agressivo;25.59;
id0032319;Moderado;Moderado;62.56;
id0032322;Moderado;Agressivo;56.41;64.03
id0032333;Moderado;Moderado;55.24;
id0032334;Moderado;Agressivo;61.65;
id0032392;Moderado;Conservador;59.21;57.61
id0032435;Moderado;Conservador;43.27;
id0032441;Moderado;Moderado;58.21;
id0032493;Moderado;Moderado;46.29;
id0032507;Moderado;Conservador;20.87;43.59
id0032518;Moderado;Moderado;55.0;
id0032572;Moderado;Moderado;55.41;
id0032625;Moderado;Agressivo;31.82;30.21
id0032664;Moderado;Conservador;43.12;52.78
id0032728;Moderado;Conservador;40.62;
id0032739;Moderado;Agressivo;81.25;53.22
id0032767;Moderado;Conservador;52.64;53.39
id0032769;Moderado;Moderado;54.54;
id0032800;Moderado;Moderado;37.9;52.65
id0032803;Moderado;Moderado;42.95;
id0032820;Moderado;Conservador;53.81;57.84
id0032861;Moderado;Moderado;50.91;
id0032875;Moderado;Moderado;41.95;
id0032898;Moderado;Moderado;40.25;
id0032903;Moderado;Conservador;52.23;48.61
id0032916;Moderado;Agressivo;28.76;35.76
id0033012;Moderado;Moderado;53.93;
id0033033;Moderado;Moderado;36.04;66.89
id0033060;Moderado;Conservador;31.62;51.72
id0033083;Moderado;Conservador;51.38;65.24
id0033104;Moderado;Conservador;52.87;53.98
id0033109;Moderado;Agressivo;35.47;
id0033119;Moderado;Moderado;61.41;
id0033145;Moderado;Agressivo;66.14;34.61
id0033185;Moderado;Moderado;54.16;42.86
id0033189;Moderado;Conservador;38.52;
id0033208;Moderado;Moderado;72.92;
id0033232;Moderado;Moderado;50.89;50.2
id0033244;Moderado;Moderado;38.37;
id0033249;Moderado;Moderado;43.35;
id0033259;Moderado;Agressivo;57.3;
id0033311;Moderado;Conservador;77.4;43.29
id0033321;Moderado;Conservador;58.07;25.92
id0033345;Moderado;Moderado;77.56;44.52
id0033353;Moderado;Agressivo;68.9;62.63
id0033382;Moderado;Conservador;71.27;55.7
id0033443;Moderado;Conservador;54.63;
id0033463;Moderado;Moderado;61.11;47.03
id0033481;Moderado;Moderado;52.72;
id0033531;Moderado;Moderado;71.29;
id0033551;Moderado;Conservador;53.37;
id0033578;Moderado;Moderado;21.91;
id0033619;Moderado;Moderado;60.59;
id0033649;Moderado;Moderado;60.21;23.77
id0033652;Moderado;Moderado;25.29;
id0033721;Moderado;Conservador;56.81;48.83
id0033762;Moderado;Moderado;30.42;
id0033780;Moderado;Moderado;44.91;
id0033787;Moderado;Moderado;51.63;
id0033799;Moderado;Moderado;51.18;40.27
id0033803;Moderado;Conservador;66.82;38.61
id0033816;Moderado;Moderado;29.79;
id0033835;Moderado;Moderado;45.54;40.94
id0033881;Moderado;Moderado;44.4;65.61
id0033884;Moderado;Conservador;69.13;
id0033924;Moderado;Moderado;54.11;55.34
id0033935;Moderado;Moderado;40.83;
id0033937;Moderado;Moderado;50.24;
id0033938;Moderado;Agressivo;56.27;24.29
id0033998;Moderado;Moderado;35.57;55.64
id0034000;Moderado;Conservador;49.11;
id0034028;Moderado;Agressivo;53.17;
id0034050;Moderado;Moderado;26.96;43.9
id0034109;Moderado;Conservador;47.53;
id0034124;Moderado;Moderado;55.84;
id0034126;Moderado;Agressivo;44.09;
id0034136;Moderado;Conservador;61.69;36.69
id0034188;Moderado;Conservador;85.03;40.8
id0034248;Moderado;Conservador;41.01;58.87
id0034252;Moderado;Moderado;45.1;
id0034261;Moderado;Conservador;59.11;45.99
id0034349;Moderado;Moderado;44.52;60.66
id0034355;Moderado;Agressivo;32.9;55.62
id0034362;Moderado;Agressivo;50.19;49.02
id0034367;Moderado;Conservador;58.98;48.16
id0034404;Moderado;Moderado;57.12;52.26
id0034405;Moderado;Agressivo;60.79;57.37
id0034419;Moderado;Agressivo;31.13;44.34
id0034430;Moderado;Agressivo;44.26;40.71
id0034458;Moderado;Moderado;61.35;
id0034462;Moderado;Moderado;74.23;38.26
id0034472;Moderado;Moderado;40.24;
id0034483;Moderado;Moderado;42.68;
id0034485;Moderado;Conservador;39.8;
id0034500;Moderado;Conservador;50.99;39.05
id0034503;Moderado;Moderado;30.38;
id0034508;Moderado;Agressivo;50.35;46.61
id0034532;Moderado;Conservador;54.53;59.16
id0034557;Moderado;Conservador;45.5;
id0034585;Moderado;Conservador;65.54;32.16
id0034613;Moderado;Agressivo;50.93;
id0034617;Moderado;Agressivo;59.59;54.25
id0034652;Moderado;Moderado;65.17;46.32
id0034676;Moderado;Moderado;25.93;56.16
id0034711;Moderado;Moderado;80.95;
id0034716;Moderado;Conservador;44.99;37.4
id0034720;Moderado;Conservador;32.03;
id0034734;Moderado;Agressivo;65.5;
id0034739;Moderado;Moderado;37.9;
id0034741;Moderado;Moderado;53.66;
id0034779;Moderado;Agressivo;45.35;47.72
id0034794;Moderado;Moderado;65.01;
id0034842;Moderado;Moderado;21.43;
id0034849;Moderado;Conservador;67.12;54.33
id0034868;Moderado;Agressivo;43.84;58.11
id0034869;Moderado;Conservador;52.6;
id0034931;Moderado;Conservador;42.15;77.39
id0034932;Moderado;Conservador;40.29;49.09
id0034941;Moderado;Conservador;53.08;59.19
id0034959;Moderado;Conservador;57.13;49.12
id0034972;Moderado;Agressivo;51.47;
id0035040;Moderado;Agressivo;33.57;
id0035080;Moderado;Conservador;60.49;
id0035099;Moderado;Conservador;54.5;
id0035109;Moderado;Moderado;63.71;65.46
id0035140;Moderado;Moderado;49.99;
id0035147;Moderado;Conservador;43.4;
id0035182;Moderado;Moderado;35.96;
id0035187;Moderado;Conservador;40.98;
id0035223;Moderado;Agressivo;60.41;
id0035250;Moderado;Agressivo;47.77;
id0035268;Moderado;Moderado;47.15;56.25
id0035297;Moderado;Conservador;57.85;45.84
id0035302;Moderado;Conservador;62.8;56.33
id0035313;Moderado;Conservador;59.66;
id0035355;Moderado;Moderado;46.01;
id0035356;Moderado;Moderado;59.19;
id0035368;Moderado;Moderado;54.69;
id0035370;Moderado;Moderado;57.48;
id0035374;Moderado;Agressivo;47.4;
id0035393;Moderado;Moderado;31.88;25.92
id0035468;Moderado;Agressivo;47.71;43.23
id0035491;Moderado;Moderado;43.56;
id0035509;Moderado;Agressivo;49.28;22.42
id0035531;Moderado;Moderado;44.56;42.2
id0035533;Moderado;Moderado;50.51;
id0035540;Moderado;Conservador;53.35;
id0035566;Moderado;Moderado;36.09;48.78
id0035596;Moderado;Conservador;55.31;
id0035781;Moderado;Moderado;39.49;50.27
id0035911;Moderado;Conservador;35.3;30.72
id0035926;Moderado;Moderado;32.23;
id0035955;Moderado;Moderado;45.84;
id0035995;Moderado;Moderado;47.54;
id0036001;Moderado;Agressivo;47.1;25.0
id0036009;Moderado;Moderado;61.98;
id0036038;Moderado;Agressivo;57.39;
id0036041;Moderado;Conservador;62.56;61.08
id0036045;Moderado;Agressivo;51.43;34.69
id0036085;Moderado;Moderado;44.44;
id0036093;Moderado;Conservador;60.92;
id0036095;Moderado;Agressivo;36.05;
id0036103;Moderado;Agressivo;37.14;62.98
id0036177;Moderado;Agressivo;45.79;20.88
id0036188;Moderado;Moderado;66.25;
id0036200;Moderado;Conservador;44.73;78.03
id0036238;Moderado;Conservador;42.66;
id0036249;Moderado;Moderado;44.32;
id0036286;Moderado;Agressivo;43.45;
id0036320;Moderado;Agressivo;51.5;60.67
id0036333;Moderado;Conservador;73.14;53.22
id0036385;Moderado;Moderado;39.53;
id0036400;Moderado;Agressivo;52.39;55.72
id0036409;Moderado;Moderado;55.0;
id0036447;Moderado;Moderado;65.41;
id0036448;Moderado;Moderado;50.51;
id0036467;Moderado;Agressivo;47.84;
id0036468;Moderado;Moderado;38.64;60.37
id0036514;Moderado;Moderado;50.78;
id0036535;Moderado;Moderado;61.23;
id0036552;Moderado;Conservador;40.5;79.87
id0036556;Moderado;Agressivo;72.53;
id0036560;Moderado;Agressivo;78.91;52.03
id0036570;Moderado;Conservador;42.19;51.73
id0036600;Moderado;Moderado;58.63;37.71
id0036605;Moderado;Agressivo;60.02;58.41
id0036641;Moderado;Conservador;44.36;
id0036667;Moderado;Moderado;58.26;29.1
id0036673;Moderado;Moderado;70.62;
id0036674;Moderado;Conservador;36.72;57.46
id0036711;Moderado;Moderado;46.59;
id0036726;Moderado;Conservador;62.38;
id0036774;Moderado;Agressivo;63.5;
id0036791;Moderado;Conservador;84.58;
id0036803;Moderado;Agressivo;69.44;32.4
id0036854;Moderado;Agressivo;38.38;59.11
id0036855;Moderado;Moderado;47.64;
id0036870;Moderado;Agressivo;70.93;61.72
id0036891;Moderado;Agressivo;59.95;
id0036941;Moderado;Moderado;74.99;59.68
id0036942;Moderado;Conservador;46.97;
id0036979;Moderado;Moderado;84.19;
id0036998;Moderado;Moderado;41.74;76.8
id0037000;Moderado;Agressivo;49.53;54.34
id0037054;Moderado;Moderado;23.07;
id0037055;Moderado;Moderado;49.52;78.21
id0037120;Moderado;Agressivo;65.1;25.67
id0037197;Moderado;Moderado;31.71;55.66
id0037224;Moderado;Agressivo;49.29;36.03
id0037238;Moderado;Conservador;44.61;
id0037240;Moderado;Moderado;62.43;
id0037253;Moderado;Moderado;28.82;
id0037258;Moderado;Moderado;64.3;49.3
id0037295;Moderado;Agressivo;32.15;54.24
id0037314;Moderado;Moderado;56.56;
id0037321;Moderado;Moderado;45.54;
id0037354;Moderado;Moderado;69.02;
id0037362;Moderado;Moderado;72.24;
id0037412;Moderado;Agressivo;44.47;45.56
id0037421;Moderado;Moderado;51.41;63.05
id0037430;Moderado;Agressivo;58.81;31.37
id0037437;Moderado;Moderado;78.8;
id0037463;Moderado;Moderado;45.44;
id0037469;Moderado;Moderado;48.25;61.4
id0037487;Moderado;Moderado;49.94;
id0037572;Moderado;Conservador;45.01;53.5
id0037651;Moderado;Moderado;52.82;43.35
id0037678;Moderado;Conservador;41.47;45.11
id0037679;Moderado;Agressivo;48.1;
id0037691;Moderado;Moderado;42.61;
id0037723;Moderado;Agressivo;33.26;53.46
id0037729;Moderado;Moderado;49.05;
id0037766;Moderado;Moderado;68.79;55.45
id0037793;Moderado;Conservador;59.02;
id0037808;Moderado;Conservador;31.57;51.59
id0037835;Moderado;Conservador;60.75;65.17
id0037879;Moderado;Conservador;51.64;
id0037896;Moderado;Agressivo;28.49;
id0037907;Moderado;Moderado;57.78;
id0037911;Moderado;Conservador;44.57;33.64
id0037920;Moderado;Conservador;34.46;38.84
id0037952;Moderado;Moderado;54.56;40.86
id0037958;Moderado;Agressivo;65.22;42.49
id0037965;Moderado;Moderado;84.46;
id0037976;Moderado;Conservador;54.9;
id0037984;Moderado;Conservador;63.42;
id0037987;Moderado;Moderado;60.35;
id0037995;Moderado;Agressivo;41.54;45.37
id0038038;Moderado;Moderado;65.95;
id0038107;Moderado;Moderado;48.4;
id0038157;Moderado;Agressivo;18.69;41.19
id0038196;Moderado;Moderado;70.17;62.94
id0038205;Moderado;Agressivo;30.66;61.19
id0038233;Moderado;Moderado;76.18;43.61
id0038267;Moderado;Moderado;70.8;
id0038306;Moderado;Agressivo;31.09;
id0038318;Moderado;Agressivo;58.5;50.9
id0038338;Moderado;Conservador;70.21;40.08
id0038358;Moderado;Conservador;51.29;56.13
id0038378;Moderado;Conservador;43.12;
id0038406;Moderado;Moderado;32.94;
id0038413;Moderado;Moderado;58.94;
id0038441;Moderado;Moderado;35.09;
id0038475;Moderado;Conservador;30.7;37.25
id0038478;Moderado;Moderado;54.14;
id0038489;Moderado;Agressivo;33.06;47.3
id0038558;Moderado;Moderado;46.62;
id0038568;Moderado;Moderado;55.96;
id0038579;Moderado;Agressivo;52.52;
id0038595;Moderado;Moderado;48.35;
id0038607;Moderado;Moderado;34.54;33.65
id0038623;Moderado;Conservador;65.97;
id0038627;Moderado;Conservador;43.05;69.98
id0038670;Moderado;Moderado;59.67;
id0038681;Moderado;Moderado;37.23;
id0038701;Moderado;Moderado;52.87;41.66
